221, 278
222, 278
223, 278
225, 278
230, 278
233, 278
238, 278
245, 275
229, 278
156, 218
156, 217
156, 217
156, 216
156, 215
156, 215
157, 217
158, 218
165, 210
244, 270
224, 272
174, 211
170, 205
166, 204
175, 210
158, 210
278, 34
430, 177
410, 173
394, 168
382, 165
371, 161
360, 156
341, 156
317, 161
298, 164
285, 167
278, 168
275, 168
272, 168
269, 168
265, 170
262, 173
261, 176
260, 178
260, 180
262, 181
265, 183
268, 185
270, 186
273, 186
278, 185
281, 183
283, 181
285, 179
286, 179
287, 180
291, 180
297, 181
303, 182
307, 184
311, 187
314, 190
316, 195
319, 199
322, 202
324, 203
325, 204
323, 206
319, 208
315, 209
312, 210
310, 212
308, 217
306, 224
305, 232
306, 240
308, 247
310, 251
313, 253
314, 252
315, 252
315, 251
315, 249
315, 246
316, 242
318, 237
318, 233
316, 228
314, 222
312, 215
310, 208
308, 202
306, 195
304, 190
301, 187
298, 186
296, 187
297, 188
299, 190
301, 194
304, 198
308, 201
311, 203
313, 204
315, 203
318, 198
321, 192
326, 186
332, 179
337, 173
342, 167
349, 161
358, 153
369, 144
381, 134
393, 125
408, 115
420, 108
429, 106
431, 107
431, 108
431, 108
431, 111
431, 114
431, 118
431, 122
431, 124
431, 123
380, 33
396, 30
411, 27
425, 25
431, 25
431, 26
431, 27
431, 31
0, 34
0, 33
0, 34
0, 27
0, 30
0, 278
0, 278
0, 278
0, 278
0, 278
0, 278
0, 278
0, 278
0, 278
0, 278
1, 278
3, 278
428, 18
405, 17
387, 17
431, 90
431, 87
431, 88
428, 90
423, 91
420, 92
417, 93
414, 94
411, 95
409, 96
406, 96
402, 97
399, 98
397, 98
395, 98
393, 99
393, 99
393, 99
392, 99
391, 99
390, 99
389, 99
386, 99
382, 99
377, 99
372, 100
366, 101
361, 101
355, 102
349, 102
344, 102
337, 102
331, 101
325, 101
318, 102
311, 103
304, 103
297, 105
289, 108
281, 110
273, 112
264, 115
256, 116
248, 119
239, 121
232, 123
224, 123
217, 124
210, 125
205, 125
201, 125
199, 126
198, 125
197, 125
196, 125
193, 127
188, 131
184, 134
180, 135
177, 136
173, 136
169, 135
165, 134
160, 133
158, 132
156, 130
152, 128
147, 127
141, 128
135, 129
129, 129
124, 128
119, 129
114, 129
109, 129
105, 129
102, 130
98, 130
95, 130
91, 129
86, 129
81, 129
75, 129
69, 130
65, 129
63, 129
60, 128
58, 129
56, 129
54, 129
53, 130
52, 130
52, 130
52, 131
52, 131
52, 133
51, 135
52, 138
52, 140
53, 143
54, 146
55, 150
55, 155
56, 159
56, 164
55, 170
53, 175
50, 180
48, 185
47, 189
47, 192
47, 196
48, 201
49, 206
51, 213
53, 221
56, 227
58, 231
60, 235
61, 237
61, 237
62, 238
62, 239
63, 240
64, 241
66, 242
67, 244
68, 245
70, 246
72, 247
73, 247
74, 247
74, 247
74, 246
75, 245
76, 244
77, 243
78, 242
78, 242
79, 242
79, 241
79, 239
81, 237
82, 233
82, 230
80, 227
79, 221
78, 214
77, 206
76, 199
74, 191
73, 183
73, 175
72, 166
72, 158
73, 149
74, 140
76, 132
79, 123
83, 114
89, 104
92, 96
93, 89
95, 83
97, 76
98, 69
99, 62
99, 56
99, 52
99, 50
99, 47
100, 45
102, 43
103, 42
104, 41
105, 41
105, 42
105, 42
105, 44
105, 44
106, 45
106, 45
108, 47
112, 48
117, 49
123, 49
130, 50
136, 51
143, 51
150, 51
157, 52
162, 52
168, 52
173, 52
177, 52
180, 52
185, 50
188, 49
190, 49
190, 50
190, 51
189, 52
187, 53
184, 54
176, 55
169, 56
161, 56
152, 57
143, 58
134, 60
125, 61
116, 64
107, 66
98, 68
88, 71
79, 74
72, 75
64, 77
58, 79
54, 79
50, 79
48, 80
48, 79
48, 79
48, 80
48, 80
50, 80
53, 81
56, 81
57, 81
58, 81
59, 81
59, 81
60, 81
60, 81
59, 81
58, 80
55, 80
53, 80
50, 79
45, 79
40, 80
36, 81
31, 81
25, 83
21, 83
18, 83
15, 83
13, 83
10, 83
8, 83
6, 83
4, 84
3, 85
3, 85
3, 86
3, 86
4, 86
5, 86
7, 86
8, 85
9, 85
9, 85
9, 85
9, 85
9, 85
9, 85
11, 85
15, 84
19, 83
23, 82
28, 82
33, 83
38, 83
46, 83
55, 83
64, 83
74, 83
86, 83
98, 83
111, 82
123, 82
136, 81
149, 81
160, 82
170, 83
181, 84
193, 84
205, 83
215, 83
224, 81
234, 80
242, 79
249, 79
256, 78
264, 78
270, 78
277, 78
283, 78
289, 78
294, 79
300, 79
306, 78
312, 78
318, 77
324, 76
329, 75
335, 74
341, 73
347, 73
353, 72
359, 71
366, 71
371, 72
376, 72
382, 71
388, 71
393, 70
397, 70
401, 71
404, 71
405, 72
406, 73
407, 73
409, 73
410, 73
410, 73
410, 73
410, 72
410, 72
410, 72
410, 72
410, 72
410, 72
409, 72
409, 73
409, 73
409, 72
408, 72
408, 72
407, 71
407, 71
405, 71
404, 71
404, 72
405, 72
406, 71
409, 69
410, 68
410, 65
410, 63
409, 61
409, 57
409, 53
410, 48
409, 44
408, 40
407, 36
407, 29
407, 26
407, 23
409, 21
414, 15
420, 9
425, 4
429, 0
431, 0
431, 0
431, 0
431, 0
431, 0
431, 0
431, 0
430, 0
430, 0
430, 0
7, 276
7, 275
8, 273
8, 273
425, 0
423, 0
423, 0
422, 0
423, 1
424, 3
426, 6
428, 12
431, 16
431, 20
431, 25
431, 29
431, 33
431, 36
431, 38
431, 40
431, 42
431, 43
431, 46
431, 50
431, 54
431, 60
431, 65
431, 70
431, 74
431, 79
431, 83
431, 86
7, 179
10, 182
13, 184
15, 186
19, 188
35, 278
40, 278
44, 278
49, 278
53, 278
58, 278
62, 278
65, 278
70, 278
73, 278
78, 278
80, 278
85, 278
91, 278
92, 278
92, 278
91, 278
85, 278
97, 278
98, 278
99, 278
97, 278
99, 278
100, 278
99, 278
96, 278
96, 278
96, 278
96, 278
96, 278
96, 278
97, 278
97, 278
98, 278
101, 278
99, 278
96, 278
91, 274
84, 274
77, 278
71, 278
431, 106
431, 108
428, 110
424, 112
422, 114
422, 116
423, 118
423, 121
423, 124
424, 125
425, 127
426, 128
426, 130
426, 131
425, 132
425, 136
424, 139
424, 141
425, 143
427, 144
430, 146
431, 148
431, 150
431, 152
431, 155
431, 159
431, 163
431, 166
431, 170
431, 174
11, 205
11, 205
11, 206
11, 206
11, 206
11, 206
12, 208
13, 207
14, 207
16, 208
17, 208
19, 207
22, 205
24, 205
44, 278
47, 278
47, 278
50, 278
52, 278
55, 278
57, 278
59, 278
68, 278
69, 278
71, 278
71, 278
67, 278
71, 278
67, 278
62, 278
57, 278
53, 278
431, 166
431, 166
431, 166
431, 167
424, 168
419, 168
415, 169
411, 169
408, 170
407, 171
406, 172
404, 173
402, 174
400, 177
400, 179
401, 180
401, 182
401, 185
401, 189
401, 193
401, 198
399, 205
399, 211
398, 216
397, 221
395, 227
395, 230
396, 234
396, 237
396, 242
395, 246
394, 248
393, 250
391, 252
390, 253
390, 254
390, 256
389, 260
388, 260
388, 259
384, 255
379, 252
376, 250
373, 248
367, 248
363, 248
361, 248
359, 248
357, 248
357, 249
358, 250
359, 252
361, 254
366, 257
370, 260
375, 263
380, 265
386, 266
391, 266
396, 265
400, 264
403, 262
404, 261
403, 260
402, 259
399, 258
394, 258
389, 259
382, 261
375, 262
367, 263
360, 264
352, 264
344, 264
336, 265
327, 266
318, 267
309, 268
300, 269
291, 269
282, 270
273, 270
264, 271
255, 273
246, 275
237, 277
228, 278
220, 278
212, 278
204, 278
196, 278
189, 278
183, 278
177, 277
172, 276
166, 275
161, 274
157, 273
152, 271
148, 270
143, 268
88, 173
87, 172
86, 171
83, 171
82, 170
80, 170
79, 170
78, 170
77, 170
76, 170
76, 170
75, 170
76, 170
76, 170
77, 170
77, 170
78, 170
79, 171
80, 171
80, 172
81, 172
82, 171
83, 168
86, 164
88, 159
91, 154
93, 149
94, 142
96, 136
98, 131
99, 125
100, 121
102, 118
103, 116
104, 114
105, 113
106, 112
108, 111
109, 110
110, 111
112, 111
113, 112
115, 113
117, 116
118, 120
120, 124
122, 128
197, 220
202, 225
207, 231
213, 237
218, 242
223, 247
228, 252
233, 257
238, 259
243, 260
246, 260
249, 259
252, 258
254, 257
256, 257
257, 258
258, 258
260, 260
261, 263
263, 267
265, 271
267, 274
271, 276
275, 277
280, 277
286, 276
292, 274
297, 271
301, 269
305, 267
308, 265
309, 264
311, 263
312, 263
313, 262
313, 262
313, 261
314, 261
314, 260
314, 260
314, 259
313, 258
313, 258
313, 257
313, 257
312, 257
311, 259
309, 259
308, 260
307, 259
307, 259
307, 258
309, 257
311, 257
312, 256
313, 255
313, 255
312, 255
315, 249
321, 243
323, 241
322, 242
324, 242
326, 241
326, 240
326, 238
327, 236
330, 231
331, 229
332, 227
333, 224
335, 221
336, 219
337, 219
340, 219
345, 220
351, 220
357, 220
366, 217
381, 212
404, 205
431, 196
112, 222
131, 252
148, 260
151, 259
156, 262
165, 265
194, 275
200, 276
206, 276
209, 277
216, 278
220, 278
225, 278
229, 278
233, 278
236, 278
240, 278
244, 278
248, 278
253, 278
256, 278
259, 278
94, 0
124, 0
131, 0
139, 0
146, 0
153, 1
158, 4
162, 7
167, 9
171, 11
174, 13
177, 15
180, 16
182, 17
183, 19
185, 19
185, 20
185, 21
185, 22
185, 22
184, 23
183, 24
181, 25
179, 26
177, 27
175, 27
172, 28
170, 28
168, 29
166, 29
164, 30
162, 30
161, 30
159, 30
158, 30
157, 30
156, 30
155, 30
155, 30
154, 30
154, 29
154, 29
154, 29
155, 29
155, 29
155, 30
156, 30
156, 31
157, 31
157, 32
158, 32
158, 32
159, 32
159, 32
159, 32
159, 33
159, 33
160, 33
160, 33
160, 33
161, 33
161, 33
163, 32
163, 32
164, 32
164, 32
164, 32
164, 32
164, 32
164, 32
163, 33
163, 33
163, 33
164, 33
164, 33
164, 33
164, 33
163, 34
163, 34
162, 34
162, 34
162, 34
162, 34
162, 33
162, 33
162, 33
162, 34
162, 34
162, 34
162, 34
162, 34
163, 33
162, 34
163, 34
163, 34
164, 34
164, 34
164, 34
165, 34
165, 34
165, 34
165, 35
165, 35
165, 35
165, 35
165, 35
165, 35
165, 35
165, 35
164, 35
163, 35
162, 35
161, 35
318, 85
318, 86
318, 87
317, 87
317, 88
316, 88
333, 99
332, 99
331, 99
330, 99
330, 99
329, 99
328, 99
328, 99
327, 99
327, 100
326, 99
326, 100
326, 99
325, 98
305, 88
304, 86
303, 84
143, 31
142, 32
142, 31
142, 31
142, 31
141, 31
141, 31
140, 31
140, 31
139, 31
138, 31
136, 31
135, 31
134, 31
133, 31
133, 30
132, 31
131, 31
131, 30
130, 30
129, 30
128, 30
127, 29
125, 29
123, 29
121, 28
120, 28
119, 28
119, 26
118, 25
116, 28
115, 28
115, 27
114, 28
113, 28
288, 95
288, 95
